Title,maybe geolocated,type,By,Latitude,Longitude,Well #,County,Reference URL,CONTENTdm number
WGDC01333128,y,Well Schedule,Connor,39.8560252,-104.1705608,2-61-23,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23748,23748
WGDC01333129,y,Well Schedule,Connor,39.8558275,-104.1848516,2-61-23,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23749,23749
WGDC01333130,y,Well Schedule,Connor,39.8553004,-104.1820621,2-61-23,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23750,23750
WGDC01333131,y,Well Schedule,Connor,39.862976,-104.182148,2-61-23,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23751,23751
WGDC01333132,y,Well Schedule,Connor,39.8553992,-104.1654968,2-61-24,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23752,23752
WGDC01333133,y,Well Schedule,Connor,39.856124,-104.1612911,2-61-24,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23753,23753
WGDC01333134,y,Well Schedule,Connor,39.8554322,-104.1615915,2-61-24,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23754,23754
WGDC01333135,y,Well Schedule,Connor,39.8560252,-104.168458,2-61-24,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23755,23755
WGDC01333136,y,Well Schedule,Connor,39.8579359,-104.1693163,2-61-24,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23756,23756
WGDC01333137,y,Well Schedule,Connor,39.8628113,-104.1558838,2-61-24,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23757,23757
WGDC01333138,y,Well Schedule,Connor,39.8415281,-104.1637802,2-61-25,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23758,23758
WGDC01333139,y,Well Schedule,Connor,39.8473932,-104.164896,2-61-25,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23759,23759
WGDC01333140,y,Well Schedule,Connor,39.8413963,-104.1604757,2-61-25,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23760,23760
WGDC01333141,y,Well Schedule,Connor,40.1104743,-104.0588522,2-60-26,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23761,23761
WGDC01333143,y,Well Schedule,Connor,39.8429121,-104.1799164,2-61-26,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23763,23763
WGDC01333144,y,Well Schedule,Connor,39.8410998,-104.2112875,2-61-28,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23764,23764
WGDC01333145,y,Well Schedule,Connor,39.8335535,-104.2207289,2-61-33,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23765,23765
WGDC01333146,y,Well Schedule,Connor,39.8322682,-104.1748524,2-61-35,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23766,23766
WGDC01333147,y,Well Schedule,Connor,39.8305216,-104.1833496,2-61-35,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23767,23767
T2S 58W-62W,y,Well Schedule,Connor,39.8996954,-104.1491461,2-60-6,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23769,23769
WGDC01320101,y,Well Schedule,Connor,39.9915884,-104.2932987,1-62-1,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23770,23770
WGDC01320102,y,Well Schedule,Connor,39.9715292,-104.2910242,1-62-11,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23771,23771
WGDC01320103,y,Well Schedule,Connor,39.9780218,-104.2923919,1-62-11,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23772,23772
WGDC01320104,y,Well Schedule,Connor,39.9779094,-104.2920542,1-62-11,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23773,23773
WGDC01320105,y,Well Schedule,Connor,39.9713319,-104.2945004,1-62-11,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23774,23774
WGDC01320106,y,Well Schedule,Connor,39.9786328,-104.3012381,1-62-11,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23775,23775
WGDC01320107,y,Well Schedule,Connor,39.9927721,-104.294672,1-62-2,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23776,23776
WGDC01320108,y,Well Schedule,Connor,39.9856699,-104.2942858,1-62-2,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23777,23777
WGDC01320109,y,Well Schedule,Connor,39.9857686,-104.2909813,1-62-2,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23778,23778
WGDC01320110,y,Well Schedule,Connor,39.9711017,-104.2964745,1-62-11,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23779,23779
WGDC01320111,y,Well Schedule,Connor,39.942252,-104.3092632,1-62-22,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23780,23780
WGDC01320112,y,Well Schedule,Connor,39.9468582,-104.3055725,1-62-22,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23781,23781
WGDC01320113,y,Well Schedule,Connor,39.942252,-104.3126106,1-62-22,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23782,23782
WGDC01320114,y,Well Schedule,Connor,39.9448841,-104.3095636,1-62-23,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23783,23783
WGDC01320115,y,Well Schedule,Connor,39.9471543,-104.3002939,1-62-23,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23784,23784
WGDC01320116,y,Well Schedule,Connor,39.9275757,-104.3131685,1-62-27,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23785,23785
WGDC01320117,y,Well Schedule,Connor,39.9141472,-104.309392,1-62-34,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23786,23786
WGDC01320118,y,Well Schedule,Connor,39.9161221,-104.3049717,1-62-34,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23787,23787
WGDC01320119,y,Well Schedule,Connor,39.9127976,-104.3128681,1-62-34,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23788,23788
WGDC01320120,y,Well Schedule,Connor,39.9235277,-104.3147993,1-62-34,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23789,23789
WGDC01320121,y,Well Schedule,Connor,39.9205656,-104.3112803,1-62-34,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23790,23790
WGDC01320122,y,Well Schedule,Connor,39.9194794,-104.3045425,1-62-34,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23791,23791
T1S,y,Well Schedule,Connor,39.9897472,-104.29317,1-62-2,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23792,23792
WGDC01329101,y,Well Schedule,Connor,40.261156,-103.9878273,3-59-4,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23793,23793
WGDC01329102,y,Well Schedule,Connor,40.2619092,-103.9900589,3-59-4,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23794,23794
WGDC01329103,y,Well Schedule,Connor,40.2212887,-104.0367508,3-59-18,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23795,23795
WGDC01329104,y,Well Schedule,Connor,40.2044765,-104.0325451,3-59-18,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23796,23796
WGDC01329105,y,Well Schedule,Connor,40.189955,-104.0243053,3-59-29,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23797,23797
WGDC01329106,y,Well Schedule,Connor,40.1930038,-104.0188122,3-59-30,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23798,23798
WGDC01329108,y,Well Schedule,Connor,40.1964786,-104.0364933,3-59-30,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23800,23800
WGDC01329109,y,Well Schedule,Connor,40.179857,-104.0201426,3-59-31,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23801,23801
WGDC01329110,y,Well Schedule,Connor,40.1792996,-104.0351629,3-59-31,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23802,23802
WGDC01329111,y,Well Schedule,Connor,40.1812669,-104.0202713,3-59-31,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23803,23803
WGDC01329112,y,Well Schedule,Connor,40.2188638,-104.037652,3-60-13,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23804,23804
WGDC01329113,y,Well Schedule,Connor,40.2271868,-104.0475655,3-60-13,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23805,23805
WGDC01329114,y,Well Schedule,Connor,40.2188638,-104.0486813,3-60-14,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23806,23806
WGDC01329115,y,Well Schedule,Connor,40.2190277,-104.0401411,3-60-14,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23807,23807
WGDC01329116,y,Well Schedule,Connor,40.2046404,-104.0550756,3-60-24,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23808,23808
WGDC01329117,y,Well Schedule,Connor,40.2044437,-104.0474796,3-60-24,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23809,23809
WGDC01329118,y,Well Schedule,Connor,40.2091634,-104.0459776,3-60-24,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23810,23810
WGDC01329119,y,Well Schedule,Connor,40.2045421,-104.045763,3-60-24,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23811,23811
WGDC01329121,y,Well Schedule,Connor,40.2110643,-104.0552473,3-60-24,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23813,23813
WGDC01329122,y,Well Schedule,Connor,40.197757,-104.0455055,3-60-25,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23814,23814
WGDC01329123,y,Well Schedule,Connor,40.2022805,-104.046278,3-60-25,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23815,23815
WGDC01329124,y,Well Schedule,Connor,40.1912991,-104.0468788,3-60-25,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23816,23816
WGDC01329125,y,Well Schedule,Connor,40.197462,-104.0550327,3-60-25,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23817,23817
WGDC01329126,y,Well Schedule,Connor,40.1971998,-104.0472651,3-60-25,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23818,23818
WGDC01329127,y,Well Schedule,Connor,40.1972325,-104.0597963,3-60-26,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23819,23819
WGDC01329128,y,Well Schedule,Connor,,,,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23820,23820
WGDC01329129,y,Well Schedule,Connor,40.1864143,-104.0608692,3-60-35,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23821,23821
WGDC01329130,y,Well Schedule,Connor,40.1817587,-104.0476084,3-60-36,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23822,23822
WGDC01329131,y,Well Schedule,Connor,40.1794635,-104.0451193,3-60-36,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23823,23823
WGDC01329132,y,Well Schedule,Connor,40.175496,-104.0463638,3-60-36,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23824,23824
WGDC01329133,y,Well Schedule,Connor,40.1752337,-104.0505695,3-60-36,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23825,23825
WGDC01329134,y,Well Schedule,Connor,,,,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23826,23826
WGDC01329135,y,Well Schedule,Connor,40.2590273,-104.0427589,3-60-1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23827,23827
WGDC01329136,y,Well Schedule,Connor,40.2479241,-104.0509558,3-60-1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23828,23828
WGDC01329137,y,Well Schedule,Connor,40.2321342,-103.9552546,3-59-14,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23829,23829
WGDC01329138,y,Well Schedule,Connor,40.222239,-103.9568853,3-59-14,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23830,23830
WGDC01329139,y,Well Schedule,Connor,40.2321342,-103.9631939,3-59-15,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23831,23831
WGDC01329140,y,Well Schedule,Connor,40.2300045,-103.9648676,3-59-15,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23832,23832
WGDC01329141,y,Well Schedule,Connor,40.2376709,-103.961606,3-59-11,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23833,23833
WGDC01329142,y,Well Schedule,Connor,40.2370157,-103.9677429,3-59-10,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23834,23834
WGDC01329143,y,Well Schedule,Connor,40.2398986,-103.9758539,3-59-10,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23835,23835
WGDC01329144,y,Well Schedule,Connor,40.2393416,-103.9749956,3-59-10,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23836,23836
WGDC01329145,y,Well Schedule,Connor,40.2403244,-103.9705324,3-59-10,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23837,23837
WGDC01329146,y,Well Schedule,Connor,40.2551299,-103.8781786,3-58-4,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23838,23838
WGDC01329147,y,Well Schedule,Connor,40.2512323,-103.8776636,3-58-4,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23839,23839
WGDC01329148,y,Well Schedule,Connor,40.2472362,-103.8854313,3-58-4,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23840,23840
WGDC01329149,y,Well Schedule,Connor,40.2603373,-103.9232397,3-58-6,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23841,23841
WGDC01329150,y,Well Schedule,Connor,40.2385227,-103.9232826,3-58-7,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23842,23842
WGDC01329151,y,Well Schedule,Connor,40.2400296,-103.9237547,3-58-7,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23843,23843
WGDC01329152,y,Well Schedule,Connor,40.2394727,-103.9065886,3-58-7,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23844,23844
WGDC01329153,y,Well Schedule,Connor,40.2406848,-103.907361,3-58-7,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23845,23845
WGDC01329154,y,Well Schedule,Connor,40.2388175,-103.8951731,3-58-8,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23846,23846
WGDC01329155,y,Well Schedule,Connor,40.2399313,-103.9034557,3-58-8,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23847,23847
WGDC01329156,y,Well Schedule,Connor,40.2425848,-103.8994646,3-58-8,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23848,23848
WGDC01329157,y,Well Schedule,Connor,40.2421261,-103.8944435,3-58-8,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23849,23849
WGDC01329158,y,Well Schedule,Connor,40.2376709,-103.8867188,3-58-9,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23850,23850
WGDC01329159,y,Well Schedule,Connor,40.2416675,-103.8819122,3-58-9,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23851,23851
WGDC01329160,y,Well Schedule,Connor,40.2340344,-103.876462,3-58-9,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23852,23852
WGDC01329161,y,Well Schedule,Connor,40.2347224,-103.8805389,3-58-9,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23853,23853
WGDC01329162,y,Well Schedule,Connor,40.2380968,-103.8762474,3-58-9,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23854,23854
WGDC01329163,y,Well Schedule,Connor,40.2306926,-103.875432,3-58-16,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23855,23855
WGDC01329164,y,Well Schedule,Connor,40.2266953,-103.9035845,3-58-17,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23856,23856
WGDC01329165,y,Well Schedule,Connor,40.2262366,-103.8989067,3-58-17,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23857,23857
WGDC01329166,y,Well Schedule,Connor,40.2260727,-103.8983059,3-58-17,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23858,23858
WGDC01329167,y,Well Schedule,Connor,40.2234186,-103.9045715,3-58-17,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23859,23859
WGDC01329168,y,Well Schedule,Connor,40.2245327,-103.9034557,3-58-17,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23860,23860
WGDC01329169,y,Well Schedule,Connor,40.2264987,-103.9224672,3-58-18,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23861,23861
WGDC01329170,y,Well Schedule,Connor,40.2274817,-103.9127684,3-58-18,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23862,23862
WGDC01329171,y,Well Schedule,Connor,40.2237463,-103.9226818,3-58-18,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23863,23863
WGDC01329172,y,Well Schedule,Connor,40.2277765,-103.9216089,3-58-18,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23864,23864
WGDC01329173,y,Well Schedule,Connor,40.2559814,-103.9421654,3-59-1,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23865,23865
WGDC01329174,y,Well Schedule,Connor,40.25644,-103.9504051,3-59-2,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23866,23866
WGDC01329175,y,Well Schedule,Connor,,,,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23867,23867
T3N R59 and 60W,y,Well Schedule,Connor,40.2595185,-103.9872265,3-59-4,Morgan,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23868,23868
WGDC01332101,y,Well Schedule,Connor,40.0872981,-103.9946508,1-59-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23869,23869
WGDC01332102,y,Well Schedule,Connor,,,,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23870,23870
WGDC01332103,y,Well Schedule,Connor,40.0027007,-103.9919472,1-59-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23871,23871
WGDC01332104,y,Well Schedule,Connor,40.0035554,-103.985939,1-59-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23872,23872
WGDC01332105,y,Well Schedule,Connor,40.0025034,-103.9939213,1-59-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23873,23873
WGDC01332106,y,Well Schedule,Connor,39.9998077,-104.0279102,1-59-6,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23874,23874
WGDC01332107,y,Well Schedule,Connor,39.9717595,-103.9610052,1-59-15,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23875,23875
WGDC01332108,y,Well Schedule,Connor,39.9617935,-104.0344334,1-59-18,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23876,23876
WGDC01332109,y,Well Schedule,Connor,,,,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23877,23877
WGDC01332110,y,Well Schedule,Connor,39.965313,-104.0349483,1-59-18,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23878,23878
WGDC01332111,y,Well Schedule,Connor,39.9211251,-104.0288115,1-59-31,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23879,23879
WGDC01332112,y,Well Schedule,Connor,39.9197756,-104.0294552,1-59-31,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23880,23880
WGDC01332113,y,Well Schedule,Connor,39.9196769,-104.0289831,1-59-31,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23881,23881
WGDC01332114,y,Well Schedule,Connor,39.918492,-104.0328884,1-59-31,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23882,23882
WGDC01332115,y,Well Schedule,Connor,39.9203023,-104.0312147,1-59-31,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23883,23883
WGDC01332116,y,Well Schedule,Connor,39.9214542,-104.0279531,1-59-31,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23884,23884
WGDC01332117,y,Well Schedule,Connor,39.9216846,-104.1410136,1-60-31,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23885,23885
WGDC01332118,y,Well Schedule,Connor,39.9916542,-104.039669,1-60-1,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23886,23886
WGDC01332119,y,Well Schedule,Connor,39.9925419,-104.0588522,1-60-2,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23887,23887
WGDC01332120,y,Well Schedule,Connor,39.9922789,-104.0589809,1-60-2,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23888,23888
WGDC01332121,y,Well Schedule,Connor,39.9895499,-104.0761042,1-60-2,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23889,23889
WGDC01332122,y,Well Schedule,Connor,39.9865577,-104.0880346,1-60-3,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23890,23890
WGDC01332123,y,Well Schedule,Connor,39.9918186,-104.0873909,1-60-3,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23891,23891
WGDC01332124,y,Well Schedule,Connor,39.9908651,-104.0955019,1-60-3,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23892,23892
WGDC01332125,y,Well Schedule,Connor,39.9865906,-104.0949869,1-60-3,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23893,23893
WGDC01332126,y,Well Schedule,Connor,39.9935283,-104.1110373,1-60-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23894,23894
WGDC01332127,y,Well Schedule,Connor,39.9929693,-104.1084194,1-60-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23895,23895
WGDC01332128,y,Well Schedule,Connor,39.9938242,-104.1069174,1-60-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23896,23896
WGDC01332129,y,Well Schedule,Connor,39.986492,-104.1007805,1-60-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23897,23897
WGDC01332130,y,Well Schedule,Connor,39.9882676,-104.1005659,1-60-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23898,23898
WGDC01332131,y,Well Schedule,Connor,39.9934954,-104.1005659,1-60-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23899,23899
WGDC01332132,y,Well Schedule,Connor,,,,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23900,23900
WGDC01332133,y,Well Schedule,Connor,39.9962242,-104.1050291,1-60-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23901,23901
WGDC01332134,y,Well Schedule,Connor,,,,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23902,23902
WGDC01332135,y,Well Schedule,Connor,39.9952708,-104.105072,1-60-4,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23903,23903
WGDC01332136,y,Well Schedule,Connor,39.9862947,-104.1326237,1-60-5,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23904,23904
WGDC01332137,y,Well Schedule,Connor,39.986492,-104.127388,1-60-5,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23905,23905
WGDC01332138,y,Well Schedule,Connor,39.9880045,-104.1327095,1-60-5,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23906,23906
WGDC01332139,y,Well Schedule,Connor,39.9863933,-104.1258001,1-60-5,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23907,23907
WGDC01332140,y,Well Schedule,Connor,,,,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23908,23908
WGDC01332141,y,Well Schedule,Connor,39.992805,-104.1229248,1-60-5,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23909,23909
WGDC01332142,y,Well Schedule,Connor,39.9864591,-104.122839,1-60-5,Adams,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll166/id/23910,23910
